fundName,managerName,workingState,putOnRecordDate,establishDate,prod_comp,comp_code,count,是否量化,策略类型
财智聚信诚私募证券投资基金,北京财智聚资产管理有限公司,正在运作,2025-06-13,2025-05-28,,,1.0,0,主观多头
博琴合意二号私募证券投资基金,上海博琴资产管理有限公司,正在运作,2025-06-13,2025-04-15,,,1.0,0,主观多头
微观博易-黎夏指增七号私募证券投资基金,北京微观博易私募基金管理有限公司,正在运作,2025-06-13,2025-06-05,微观博易,P1031932,4.0,1,指数增强
千象全景多元量化3号私募证券投资基金,上海千象资产管理有限公司,正在运作,2025-06-13,2025-06-06,千象,P1006930,6.0,1,空气指增
阳岚均衡稳健1号私募证券投资基金,湖北阳岚私募基金管理有限公司,正在运作,2025-06-13,2025-04-24,,,1.0,0,主观多头
牧鑫信淮多策略13号私募证券投资基金,上海牧鑫私募基金管理有限公司,正在运作,2025-06-13,2025-06-09,,,2.0,1,空气指增
容棠博鑫9号私募证券投资基金,上海容棠私募基金管理有限公司,正在运作,2025-06-13,2025-06-10,,,1.0,0,主观多头
蒙玺信享稳进1号1期私募证券投资基金,上海蒙玺投资管理有限公司,正在运作,2025-06-13,2025-06-10,蒙玺,P1063294,2.0,1,空气指增
远瞳森茂远行一号私募证券投资基金,远瞳（天津）私募基金管理有限公司,正在运作,2025-06-13,2025-05-26,,,1.0,0,主观多头
远澜梧桐300灵活对冲私募证券投资基金,上海远澜私募基金管理有限公司,正在运作,2025-06-13,2025-06-10,,,2.0,1,市场中性
璞真稳健1号私募证券投资基金,上海璞真私募基金管理有限公司,正在运作,2025-06-13,2025-06-10,,,2.0,0,主观多头
璞真多策略1号私募证券投资基金,上海璞真私募基金管理有限公司,正在运作,2025-06-13,2025-06-10,,,2.0,0,主观多头
合骥省心享兴泰锐进1号私募证券投资基金,上海合骥私募基金管理有限公司,正在运作,2025-06-13,2025-06-09,,,3.0,1,空气指增
合骥省心享熠辉对冲1号私募证券投资基金,上海合骥私募基金管理有限公司,正在运作,2025-06-13,2025-06-10,,,3.0,1,市场中性
天算指增保护专享12号私募证券投资基金,天算量化（北京）资本管理有限公司,正在运作,2025-06-13,2025-06-10,天算,P1028908,3.0,1,指数增强
共青城国晨新能股权投资合伙企业（有限合伙）,上海国晨创业投资管理有限公司,正在运作,2025-06-13,2025-06-03,,,1.0,0,主观多头
国丰向量成长精选4号私募证券投资基金,杭州向量投资管理有限公司,正在运作,2025-06-13,2025-05-28,,,1.0,0,主观多头
盛丰盈满量选1号私募证券投资基金,海南盛丰私募基金管理有限公司,正在运作,2025-06-13,2025-06-10,,,4.0,1,空气指增
苏州嘉睿创业投资合伙企业（有限合伙）,前海亚商粤科投资管理（深圳）有限公司,正在运作,2025-06-13,2025-06-13,,,1.0,0,主观多头
天算长红指增保护专享1号私募证券投资基金,天算量化（北京）资本管理有限公司,正在运作,2025-06-13,2025-06-10,天算,P1028908,3.0,1,指数增强
宝澜竖圆致远私募证券投资基金,上海宝澜投资管理合伙企业（有限合伙）,正在运作,2025-06-13,2025-06-05,,,2.0,0,主观多头
贝寅金涛睿合私募证券投资基金,上海贝寅私募基金管理有限公司,正在运作,2025-06-13,2025-05-19,,,1.0,0,主观多头
融昊青松CTA套利三号私募证券投资基金,上海融昊投资管理有限公司,正在运作,2025-06-13,2025-06-10,,,1.0,0,主观多头
明汯广明量化1号私募证券投资基金,上海明汯投资管理有限公司,正在运作,2025-06-13,2025-06-10,明汯,P1004150,1.0,1,空气指增
九坤千乘中证1000指数增强专享14号私募证券投资基金,九坤投资（北京）有限公司,正在运作,2025-06-13,2025-06-10,九坤,P1003313,7.0,1,指数增强
坤望凌云3号私募证券投资基金,上海坤望私募基金管理有限公司,正在运作,2025-06-13,2025-06-04,,,2.0,1,空气指增
德远AI初筱绝对收益1号私募证券投资基金,深圳市德远投资有限公司,正在运作,2025-06-13,2025-05-21,,,1.0,0,主观多头
嘉和传承如期而至二期私募证券投资基金,上海嘉和传承私募基金管理有限公司,正在运作,2025-06-13,2025-06-03,,,1.0,0,主观多头
银益稳进私募证券投资基金,上海银益投资管理有限公司,正在运作,2025-06-13,2025-05-19,,,1.0,0,主观多头
威拿元利一号私募证券投资基金,上海威拿资产管理有限公司,正在运作,2025-06-13,2025-06-10,,,1.0,0,主观多头
倍漾市场中性五期私募证券投资基金,南京倍漾私募基金管理有限公司,正在运作,2025-06-13,2025-06-10,,,1.0,1,市场中性
纽富斯家族基石1号私募证券投资基金,深圳纽富斯投资管理有限公司,正在运作,2025-06-13,2025-06-03,,,2.0,0,主观多头
三亚高质量发展产业基金合伙企业（有限合伙）,招商局资本管理有限责任公司,正在运作,2025-06-13,2025-05-22,,,1.0,0,主观多头
森旭乐享一号私募证券投资基金,上海森旭资产管理有限公司,正在运作,2025-06-13,2025-06-10,,,1.0,0,主观多头
尊和悦享1号私募证券投资基金,杭州尊和资产管理有限公司,正在运作,2025-06-13,2025-06-10,,,7.0,0,主观多头
赫富稳选祥泰三号私募证券投资基金,上海赫富投资有限公司,正在运作,2025-06-13,2025-06-10,赫富,P1062959,2.0,1,空气指增
晨耀32号私募证券投资基金,上海晨耀私募基金管理有限公司,正在运作,2025-06-13,2025-06-10,,,1.0,0,主观多头
乾象元点成长23号私募证券投资基金,北京乾象私募基金管理有限公司,正在运作,2025-06-13,2025-06-10,乾象,P1071383,1.0,1,空气指增
致远中证A500指数增强2号私募证券投资基金,致诚卓远（珠海）投资管理合伙企业（有限合伙）,正在运作,2025-06-13,2025-06-03,致诚卓远,P1065479,2.0,1,指数增强
澜成烁禾优选三号私募证券投资基金,上海澜成私募基金管理有限公司,正在运作,2025-06-13,2025-05-28,,,1.0,0,主观多头
祁腾蜂赢13号私募证券投资基金,宁波祁腾投资管理有限公司,正在运作,2025-06-13,2025-06-10,,,1.0,0,主观多头
深度臻选1000指数增强1号私募证券投资基金,杭州深度资产管理有限公司,正在运作,2025-06-13,2025-06-09,,,3.0,0,主观多头
茂源金享量化中证红利指数增强1号私募证券投资基金,茂源量化（海南）私募基金管理合伙企业（有限合伙）,正在运作,2025-06-13,2025-06-10,,,2.0,1,指数增强
乐水念宁私募证券投资基金,北京乐水私募基金管理有限公司,正在运作,2025-06-13,2025-06-05,,,3.0,1,空气指增
进化论广胜中证1000指增2号私募证券投资基金,海南进化论私募基金管理有限公司,正在运作,2025-06-13,2025-06-10,进化论,P1006079,4.0,1,指数增强
九木CTA2号私募证券投资基金,深圳九木私募证券基金管理有限公司,正在运作,2025-06-13,2025-06-06,,,2.0,0,主观多头
珀芒（珠海）创业投资基金（有限合伙）,厚为资本管理有限公司,正在运作,2025-06-13,2025-06-04,,,1.0,0,主观多头
孝庸全市场选股招富一号私募证券投资基金,上海孝庸私募基金管理有限公司,正在运作,2025-06-13,2025-06-10,,,6.0,0,主观多头
积沐量化精选私募证券投资基金,上海积沐私募基金管理有限公司,正在运作,2025-06-13,2025-06-09,,,1.0,0,主观多头
尚宸慢慢成长A私募证券投资基金,武汉尚宸私募基金管理合伙企业（有限合伙）,正在运作,2025-06-13,2025-06-10,,,2.0,0,主观多头
九木多资产远见1号私募证券投资基金,深圳九木私募证券基金管理有限公司,正在运作,2025-06-13,2025-06-10,,,2.0,0,主观多头
重阳恒远12号1期私募证券投资基金,上海重阳投资管理股份有限公司,正在运作,2025-06-13,2025-06-13,,,1.0,0,主观多头
湖粤吉祥私募证券投资基金,湖粤（上海）私募基金管理有限公司,正在运作,2025-06-13,2025-06-10,,,1.0,0,主观多头
雨浩祥云六号私募证券投资基金,上海雨浩投资咨询有限公司,正在运作,2025-06-12,2025-04-23,,,1.0,0,主观多头
益安增利4号私募证券投资基金,北京益安资本管理有限公司,正在运作,2025-06-12,2025-06-06,,,1.0,0,主观多头
宁波市镇海威远转化创业投资合伙企业（有限合伙）,宁波市镇海产业投资私募基金管理有限公司,正在运作,2025-06-12,2025-06-03,,,1.0,0,主观多头
淄博投胜信达股权投资合伙企业（有限合伙）,上海投胜股权投资基金管理有限公司,正在运作,2025-06-12,2024-12-10,,,1.0,0,主观多头
跃盈-民盈一号私募证券投资基金,南京跃盈私募基金管理有限公司,正在运作,2025-06-12,2025-04-23,,,1.0,0,主观多头
千衍三涛51号私募证券投资基金,千衍私募基金管理（上海）有限公司,正在运作,2025-06-12,2025-06-05,千衍,P1009640,2.0,1,空气指增
宜兴百宜股权投资合伙企业（有限合伙）,国联金投致源（江苏）私募基金管理有限公司,正在运作,2025-06-12,2025-05-23,,,1.0,0,主观多头
辉宏永乐一号私募证券投资基金,宁波永乐杰行资产管理合伙企业（有限合伙）,正在运作,2025-06-12,2025-05-09,,,1.0,0,主观多头
临海益氢股权投资合伙企业（有限合伙）,浙江坤鑫投资管理有限公司,正在运作,2025-06-12,2025-04-17,,,1.0,0,主观多头
信安投资级优先证券私募证券投资基金,信安私募基金管理（上海）有限公司,正在运作,2025-06-12,2025-06-03,,,1.0,0,主观多头
辰韬智行私募证券投资基金,杭州辰韬资产管理有限公司,正在运作,2025-06-12,2025-05-09,,,1.0,0,主观多头
淳金智慧添富1号私募证券投资基金,上海淳金投资管理有限公司,正在运作,2025-06-12,2025-05-12,,,1.0,0,主观多头
本利达稳泰成长私募证券投资基金,深圳市本利达资产管理有限公司,正在运作,2025-06-12,2025-05-08,,,1.0,0,主观多头
绰瑞金轮20号私募证券投资基金,上海绰瑞私募基金管理有限公司,正在运作,2025-06-12,2025-06-09,,,1.0,0,主观多头
盖亚青柯鑫安1号私募证券投资基金,海南盖亚青柯私募基金管理有限公司,正在运作,2025-06-12,2025-05-23,,,3.0,0,主观多头
淮安市洪泽区光启创业投资合伙企业（有限合伙）,北京光控浦益创业投资有限公司,正在运作,2025-06-12,2025-04-07,,,1.0,0,主观多头
毕力达可转债3号私募证券投资基金,晋江毕力达基金管理有限公司,正在运作,2025-06-12,2025-05-29,,,1.0,0,主观多头
贝莱德全球固收机会私募证券投资基金,贝莱德海外投资基金管理（上海）有限公司,正在运作,2025-06-12,2025-05-22,,,1.0,0,主观多头
秋千小豚1号私募证券投资基金,广东秋千私募基金管理有限公司,正在运作,2025-06-12,2025-05-13,,,5.0,0,主观多头
秋千小豚3号私募证券投资基金,广东秋千私募基金管理有限公司,正在运作,2025-06-12,2025-05-13,,,5.0,0,主观多头
秋千小豚4号私募证券投资基金,广东秋千私募基金管理有限公司,正在运作,2025-06-12,2025-05-13,,,5.0,0,主观多头
秋千小豚5号私募证券投资基金,广东秋千私募基金管理有限公司,正在运作,2025-06-12,2025-05-13,,,5.0,0,主观多头
秋千小豚6号私募证券投资基金,广东秋千私募基金管理有限公司,正在运作,2025-06-12,2025-05-13,,,5.0,0,主观多头
知道领航1号私募证券投资基金,广东知道私募证券投资基金管理有限公司,正在运作,2025-06-12,2025-05-08,,,1.0,0,主观多头
济桓静远8号私募证券投资基金,上海济桓投资管理有限公司,正在运作,2025-06-12,2025-05-19,,,1.0,0,主观多头
弘信至朴1号私募证券投资基金,佛山弘信私募基金管理有限公司,正在运作,2025-06-12,2025-05-22,,,1.0,0,主观多头
黑盒汇盈1号私募证券投资基金,上海黑盒资产管理有限公司,正在运作,2025-06-12,2025-05-14,,,3.0,0,主观多头
融亨源理1号私募证券投资基金,北京融亨基金管理有限公司,正在运作,2025-06-12,2025-05-30,,,1.0,0,主观多头
黑盒汇盈2号私募证券投资基金,上海黑盒资产管理有限公司,正在运作,2025-06-12,2025-05-14,,,3.0,0,主观多头
黑盒汇盈3号私募证券投资基金,上海黑盒资产管理有限公司,正在运作,2025-06-12,2025-05-16,,,3.0,0,主观多头
重剑价值精选1号私募证券投资基金,重剑私募基金管理（海南）合伙企业（有限合伙）,正在运作,2025-06-12,2025-06-06,,,1.0,0,主观多头
聚宽信淮共享2号私募证券投资基金,北京聚宽投资管理有限公司,正在运作,2025-06-12,2025-06-09,聚宽,P1066435,3.0,1,空气指增
老鹰投资-老鹰10号私募证券投资基金,深圳市老鹰投资管理有限公司,正在运作,2025-06-12,2025-06-09,,,1.0,0,主观多头
远方嘉腾二号私募证券投资基金,青岛远方私募基金管理有限公司,正在运作,2025-06-12,2025-06-09,,,1.0,0,主观多头
融悦淳和笃行私募证券投资基金,吉林省融悦股权投资基金管理有限公司,正在运作,2025-06-12,2025-06-03,,,1.0,0,主观多头
瀚亚海外投资日本动力私募证券投资基金,瀚亚海外投资基金管理(上海)有限公司,正在运作,2025-06-12,2025-06-03,,,1.0,0,主观多头
尊和百瑞吉9号私募证券投资基金,杭州尊和资产管理有限公司,正在运作,2025-06-12,2025-05-29,,,7.0,0,主观多头
传定机智1号私募证券投资基金,杭州传定私募基金管理有限公司,正在运作,2025-06-12,2025-06-09,,,2.0,0,主观多头
朴易研究精选私募证券投资基金,上海朴易资产管理有限公司,正在运作,2025-06-12,2025-06-12,,,1.0,0,主观多头
元康瑞景1号私募证券投资基金,芜湖元康私募基金管理有限公司,正在运作,2025-06-12,2025-05-26,,,1.0,0,主观多头
苏州高校科技成果转化天使投资合伙企业（有限合伙）,苏州国发创业投资控股有限公司,正在运作,2025-06-12,2025-05-16,,,2.0,0,主观多头
悦珑兴利私募证券投资基金,晋江市悦珑资产管理有限公司,正在运作,2025-06-12,2025-06-09,,,1.0,0,主观多头
津育稳健成长10号私募证券投资基金,北京津育投资管理有限公司,正在运作,2025-06-12,2025-06-09,,,1.0,0,主观多头
量创量化北证选股2号私募证券投资基金,深圳市前海合之力量创投资管理有限公司,正在运作,2025-06-12,2025-06-05,,,1.0,0,主观多头
高益裕丰对冲套利私募证券投资基金,深圳市高益私募证券基金管理有限公司,正在运作,2025-06-12,2025-06-09,,,1.0,0,主观多头
尊和优享1号私募证券投资基金,杭州尊和资产管理有限公司,正在运作,2025-06-12,2025-06-09,,,7.0,0,主观多头
北京昌平中瀛幼麟壹号创业投资基金合伙企业（有限合伙）,中银资本私募基金管理（北京）有限公司,正在运作,2025-06-12,2025-06-04,,,3.0,0,主观多头
云起量选32号私募证券投资基金,宁波云起私募基金管理有限公司,正在运作,2025-06-12,2025-06-09,,,1.0,0,主观多头
头狼大师量化一号私募证券投资基金,青岛头狼私募基金管理有限公司,正在运作,2025-06-12,2025-05-30,,,1.0,0,主观多头
世赢山海1号进取型私募证券投资基金,上海世赢私募基金管理有限公司,正在运作,2025-06-12,2025-06-09,,,1.0,0,主观多头
尊和百瑞吉10号私募证券投资基金,杭州尊和资产管理有限公司,正在运作,2025-06-12,2025-06-04,,,7.0,0,主观多头
橡木望江六号私募证券投资基金,杭州橡木私募基金管理有限公司,正在运作,2025-06-12,2025-06-09,,,2.0,0,主观多头
盖亚青柯刺桐1号私募证券投资基金,海南盖亚青柯私募基金管理有限公司,正在运作,2025-06-12,2025-06-04,,,3.0,0,主观多头
张家港沙洲二期科创投资合伙企业（有限合伙）,张家港产业投资管理有限公司,正在运作,2025-06-12,2025-04-28,,,1.0,0,主观多头
悦海盈和汇富专享8号私募证券投资基金,青岛悦海盈和基金投资管理有限公司,正在运作,2025-06-12,2025-06-09,,,2.0,0,主观多头
深度恒稳1号私募证券投资基金,杭州深度资产管理有限公司,正在运作,2025-06-12,2025-06-05,,,3.0,0,主观多头
上海昀曜建桥创业投资合伙企业（有限合伙）,上海昀曜私募基金管理有限公司,正在运作,2025-06-12,2025-05-23,,,1.0,0,主观多头
益和源吉利红3号私募证券投资基金,上海益和源资产管理有限公司,正在运作,2025-06-12,2025-06-06,,,1.0,0,主观多头
盛丰烁丰3号私募证券投资基金,海南盛丰私募基金管理有限公司,正在运作,2025-06-12,2025-06-09,,,4.0,1,空气指增
翰荣日照金山1号私募证券投资基金,深圳翰荣私募证券基金管理有限公司,正在运作,2025-06-12,2025-06-09,,,3.0,1,空气指增
天长市天嘉股权投资基金合伙企业（有限合伙）,扬州嘉佑投资管理有限公司,正在运作,2025-06-12,2025-05-21,,,1.0,0,主观多头
墨锋云林成长私募证券投资基金,浙江墨锋投资管理有限公司,正在运作,2025-06-12,2025-06-04,,,1.0,0,主观多头
南京市高淳区淳城智造私募投资基金合伙企业（有限合伙）,安徽创谷股权投资基金管理有限公司,正在运作,2025-06-12,2025-05-28,,,2.0,0,主观多头
铜川金耀高远股权投资合伙企业（有限合伙）,陕西金资基金管理有限公司,正在运作,2025-06-12,2025-06-06,,,2.0,0,主观多头
洪赢机遇一号私募证券投资基金,上海洪赢投资管理有限公司,正在运作,2025-06-12,2025-05-28,,,1.0,0,主观多头
骞瑞敏行一号私募证券投资基金,上海骞瑞私募基金管理有限公司,正在运作,2025-06-12,2025-05-30,,,1.0,0,主观多头
裕丰惠达12号私募证券投资基金,上海裕丰惠达私募基金管理有限公司,正在运作,2025-06-12,2025-06-06,,,2.0,0,主观多头
悦溪灵动001号私募证券投资基金,北京悦溪私募基金管理有限公司,正在运作,2025-06-12,2025-06-09,,,1.0,0,主观多头
扬州凯联拓铭创业投资合伙企业（有限合伙）,凯联（北京）投资基金管理有限公司,正在运作,2025-06-12,2025-06-03,,,1.0,0,主观多头
杨湜多策略稳健2号私募证券投资基金,上海杨湜资产管理中心(有限合伙),正在运作,2025-06-12,2025-06-09,,,1.0,0,主观多头
顽岩稳健18号私募证券投资基金,上海顽岩私募基金管理有限公司,正在运作,2025-06-12,2025-06-09,顽岩,P1034708,5.0,1,空气指增
六辰天德私募证券投资基金,六辰（海南）私募基金管理有限公司,正在运作,2025-06-12,2025-06-06,,,2.0,0,主观多头
南京东珺鼎成创业投资合伙企业（有限合伙）,上海东珺资产管理有限公司,正在运作,2025-06-12,2025-06-03,,,1.0,0,主观多头
雷菱四季宏观策略私募证券投资基金,上海雷菱私募基金管理有限公司,正在运作,2025-06-12,2025-06-06,,,1.0,0,主观多头
恒睿信3号私募证券投资基金,北海恒睿信私募基金管理有限公司,正在运作,2025-06-12,2025-06-09,,,1.0,0,主观多头
亦赋山海12号多策略私募证券投资基金,亦赋私募基金管理（海南）有限公司,正在运作,2025-06-12,2025-06-09,,,1.0,0,主观多头
郑州经开赋豫战新创投母基金合伙企业（有限合伙）,河南国有资本运营集团私募基金管理有限公司,正在运作,2025-06-12,2025-06-04,,,1.0,0,主观多头
台州嘉道智能壹号私募股权投资基金合伙企业（有限合伙）,北京诚美嘉道私募基金管理有限公司,正在运作,2025-06-12,2025-05-21,,,1.0,0,主观多头
甄投二阶思维股票优选私募证券投资基金,上海甄投资产管理有限公司,正在运作,2025-06-12,2025-05-27,,,2.0,0,主观多头
俊丹通赢十一号私募证券投资基金,上海俊丹私募基金管理有限公司,正在运作,2025-06-12,2025-05-30,,,1.0,0,主观多头
丰润量化平衡五期私募证券投资基金,北京丰润恒道私募基金管理有限公司,正在运作,2025-06-12,2025-06-03,,,2.0,0,主观多头
倍享乘龙一号私募证券投资基金,上海倍享私募基金管理有限公司,正在运作,2025-06-11,2025-06-03,,,1.0,0,主观多头
朗玛一号（北京）半导体产业创业投资基金合伙企业（有限合伙）,朗玛峰创业投资有限公司,正在运作,2025-06-11,2025-06-09,,,1.0,0,主观多头
博成金陵宏沣私募证券投资基金,西安博成基金管理有限公司,正在运作,2025-06-11,2025-06-06,,,1.0,0,主观多头
申毅久利量化1号私募证券投资基金,上海申毅投资股份有限公司,正在运作,2025-06-11,2025-06-05,,,1.0,0,主观多头
广东横琴格创天使创业投资合伙企业（有限合伙）,广东横琴金投创业投资基金管理有限公司,正在运作,2025-06-11,2025-03-31,,,1.0,0,主观多头
棕榈滩泰来私募证券投资基金,泉州棕榈滩私募基金管理有限公司,正在运作,2025-06-11,2025-05-30,,,1.0,0,主观多头
宁波盈熙瑞创业投资合伙企业（有限合伙）,上海银鞍股权投资管理有限公司,正在运作,2025-06-11,2025-04-10,,,1.0,0,主观多头
迎水长丰20号私募证券投资基金,上海迎水投资管理有限公司,正在运作,2025-06-11,2025-06-06,,,1.0,0,主观多头
湖南工融迪策创业投资基金合伙企业（有限合伙）,工银资本管理有限公司,正在运作,2025-06-11,2025-06-06,,,1.0,0,主观多头
国泓烛龙私募证券投资基金,深圳市前海国泓私募证券基金管理有限公司,正在运作,2025-06-11,2025-06-06,,,1.0,0,主观多头
日斗鲲鹏价值2号私募证券投资基金,深圳市日斗投资管理有限公司,正在运作,2025-06-11,2025-06-05,,,1.0,0,主观多头
广东中山招赢芯智启航股权投资基金合伙企业（有限合伙）,招银国际资本管理（深圳）有限公司,正在运作,2025-06-11,2025-05-06,,,1.0,0,主观多头
黑翼优选成长6号私募证券投资基金,上海黑翼资产管理有限公司,正在运作,2025-06-11,2025-06-04,黑翼,P1004419,5.0,1,空气指增
传定恒盛1号私募证券投资基金,杭州传定私募基金管理有限公司,正在运作,2025-06-11,2025-05-27,,,2.0,0,主观多头
荣利长兴1号量化私募证券投资基金,上海荣利投资有限公司,正在运作,2025-06-11,2025-05-09,,,2.0,0,主观多头
荣利长兴2号量化私募证券投资基金,上海荣利投资有限公司,正在运作,2025-06-11,2025-05-09,,,2.0,0,主观多头
上海吉六零山海松裕创业投资合伙企业（有限合伙）,上海吉六零私募基金管理有限公司,正在运作,2025-06-11,2025-05-21,,,1.0,0,主观多头
中邮永安嘉享6号私募证券投资基金,中邮永安（上海）资产管理有限公司,正在运作,2025-06-11,2025-06-11,,,1.0,0,主观多头
因诺天问40号私募证券投资基金,因诺（上海）资产管理有限公司,正在运作,2025-06-11,2025-05-29,因诺,P1006164,2.0,1,空气指增
